GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,25.03.2021,26.03.2021,27.03.2021,28.03.2021,29.03.2021,30.03.2021,31.03.2021,01.04.2021,02.04.2021,03.04.2021,04.04.2021,05.04.2021,06.04.2021,07.04.2021,08.04.2021,09.04.2021,10.04.2021,11.04.2021,12.04.2021,13.04.2021,14.04.2021,15.04.2021,16.04.2021,17.04.2021,18.04.2021,19.04.2021,20.04.2021,21.04.2021,22.04.2021,23.04.2021,24.04.2021,25.04.2021,26.04.2021,27.04.2021,28.04.2021,29.04.2021,30.04.2021,01.05.2021,02.05.2021,03.05.2021,04.05.2021,05.05.2021,06.05.2021,07.05.2021,08.05.2021,09.05.2021,10.05.2021,11.05.2021,12.05.2021,13.05.2021,14.05.2021,15.05.2021,16.05.2021,17.05.2021,18.05.2021,19.05.2021,20.05.2021,21.05.2021,22.05.2021,23.05.2021,24.05.2021,25.05.2021,26.05.2021,27.05.2021,28.05.2021,29.05.2021,30.05.2021,31.05.2021,01.06.2021,02.06.2021,03.06.2021,04.06.2021,05.06.2021,06.06.2021,07.06.2021,08.06.2021,09.06.2021,10.06.2021,11.06.2021,12.06.2021,13.06.2021,14.06.2021,15.06.2021,16.06.2021,17.06.2021,current,current_time
Kleve,5154,,,,,,,,,,,,,,,,,,,,,,,,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,11526.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,29771.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,66980.0,117250.0,117250.0,117250.0,117250.0,117250.0,117250.0,117250.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,132363.0,185105.0,189181.0,189181.0,189181.0,194490.0,194490.0,202323.0,202323.0,202323.0,202323.0,202323.0,214383.0,214383.0,214383.0,224373.0,224373.0,224373,224373,16/06/2021 00:00
Mettmann,5158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,77332.0,116337.0,116337.0,116337.0,123849.0,123849.0,123849.0,123849.0,123849.0,123849.0,123849.0,123849.0,152012.0,152012.0,152012.0,168353.0,168353.0,168353.0,168353.0,168353.0,168353.0,168353.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,189780.0,276687.0,284565.0,284565.0,284565.0,291477.0,291477.0,302387.0,302387.0,302387.0,302387.0,302387.0,331501.0,331501.0,331501.0,340998.0,340998.0,340998,340998,16/06/2021 00:00
Rhein-Kreis Neuss,5162,5437.0,,,,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,7790.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,30846.0,80314.0,80314.0,80314.0,80314.0,80314.0,80314.0,80314.0,80314.0,80314.0,80314.0,80314.0,107837.0,107837.0,107837.0,107837.0,107837.0,107837.0,107837.0,107837.0,107837.0,107837.0,107837.0,107837.0,107837.0,107837.0,107837.0,107837.0,173708.0,173708.0,173708.0,173708.0,173708.0,173708.0,173708.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,194144.0,271406.0,280237.0,280237.0,280237.0,288722.0,288722.0,299573.0,299573.0,299573.0,299573.0,299573.0,330081.0,330081.0,330081.0,341846.0,341846.0,341846,341846,16/06/2021 00:00
Viersen,5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,45456.0,111579.0,111579.0,111579.0,111579.0,111579.0,111579.0,111579.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,128190.0,181034.0,187037.0,187037.0,187037.0,187037.0,187037.0,197266.0,197266.0,197266.0,197266.0,197266.0,218237.0,218237.0,218237.0,225483.0,225483.0,225483,225483,16/06/2021 00:00
Wesel,5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,86370.0,188667.0,188667.0,188667.0,188667.0,188667.0,188667.0,188667.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,214869.0,296625.0,303953.0,303953.0,303953.0,303953.0,303953.0,320802.0,320802.0,320802.0,320802.0,320802.0,349619.0,349619.0,349619.0,364089.0,364089.0,364089,364089,16/06/2021 00:00
Bonn,5314,,,,,,,,,,,,,,,,,,,,,,,,,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,21360.0,26458.0,26458.0,26458.0,26458.0,26458.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,34723.0,57083.0,57083.0,57083.0,59962.0,59962.0,59962.0,61976.0,63729.0,63729.0,66506.0,67710.0,68689.0,68689.0,68689.0,65258.0,65258.0,65258.0,65258.0,65258.0,65258.0,65258.0,65258.0,82421.0,82421.0,82421.0,82421.0,82421.0,82421.0,82421.0,82421.0,107187.0,107187.0,107187.0,110340.0,110340.0,110340.0,120044.0,120044.0,120044.0,120044.0,120044.0,120044.0,120044.0,120044.0,120044.0,145116.0,146599.0,146599.0,146599.0,146599.0,146599.0,154680.0,166831.0,166831.0,166831.0,174619.0,180429.0,180429.0,180429.0,180429.0,180429.0,180429.0,180429.0,196034.0,196034.0,196034.0,196034.0,196034.0,196034.0,196034.0,196034.0,196034.0,196034.0,196034.0,196034.0,236490.0,246187.0,246187.0,246187.0,250818.0,250818.0,257998.0,257998.0,257998.0,257998.0,257998.0,284266.0,284266.0,284266.0,294562.0,294562.0,294562,294562,16/06/2021 00:00
Köln,5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201469.0,201469.0,201469.0,201469.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,208282.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,424038.0,697477.0,718596.0,718596.0,718596.0,733626.0,733626.0,759286.0,759286.0,759286.0,759286.0,759286.0,842736.0,842736.0,842736.0,897410.0,897410.0,897410,897410,16/06/2021 00:00
Leverkusen,5316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,29246.0,64649.0,64649.0,64649.0,64649.0,64649.0,64649.0,64649.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,74979.0,108767.0,111426.0,111426.0,111426.0,114134.0,114134.0,117806.0,117806.0,117806.0,117806.0,117806.0,130317.0,130317.0,130317.0,134516.0,134516.0,134516,134516,16/06/2021 00:00
Städteregion Aachen,5334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,109997.0,228993.0,228993.0,228993.0,228993.0,228993.0,228993.0,228993.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,269130.0,351766.0,361819.0,361819.0,361819.0,367769.0,367769.0,407972.0,407972.0,407972.0,407972.0,407972.0,422535.0,422535.0,422535.0,445051.0,445051.0,445051,445051,17/06/2021 00:00
Düren,5358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,54190.0,91232.0,91232.0,91232.0,115644.0,115644.0,115644.0,115644.0,115644.0,115644.0,115644.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,130607.0,178821.0,183848.0,183848.0,183848.0,188286.0,188286.0,197566.0,197566.0,197566.0,197566.0,197566.0,214597.0,214597.0,214597.0,222709.0,222709.0,222709,222709,16/06/2021 00:00
Rhein-Erft-Kreis,5362,8992.0,,,,8992.0,8992.0,8992.0,8992.0,11354.0,11354.0,11354.0,11354.0,11354.0,11354.0,11354.0,14294.0,14294.0,14294.0,14294.0,14294.0,19325.0,19325.0,19325.0,20336.0,20336.0,20336.0,21699.0,21699.0,21699.0,21699.0,21699.0,24161.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,26052.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,55203.0,68007.0,68007.0,68007.0,68007.0,68007.0,68007.0,68007.0,68007.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,69185.0,173672.0,173672.0,173672.0,173672.0,173672.0,173672.0,173672.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,198156.0,276040.0,284011.0,284011.0,284011.0,290671.0,290671.0,304590.0,304590.0,304590.0,304590.0,304590.0,339428.0,339428.0,339428.0,353191.0,353191.0,353191,353191,15/06/2021 00:00
Euskirchen,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,35658.0,69295.0,69295.0,69295.0,76313.0,76313.0,76313.0,76313.0,76313.0,76313.0,76313.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,87219.0,122246.0,125632.0,125632.0,125632.0,129106.0,129106.0,134030.0,134030.0,134030.0,134030.0,134030.0,144704.0,144704.0,144704.0,151231.0,151231.0,151231,151231,16/06/2021 00:00
Heinsberg,5370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52237.0,52237.0,52237.0,52237.0,52237.0,52237.0,52237.0,52237.0,52237.0,52237.0,52237.0,69402.0,69402.0,69402.0,69402.0,69402.0,69402.0,69402.0,69402.0,69402.0,69402.0,69402.0,69402.0,69402.0,69402.0,69402.0,69402.0,104057.0,104057.0,104057.0,104057.0,104057.0,104057.0,104057.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,118009.0,161987.0,166653.0,166653.0,166653.0,170340.0,170340.0,174837.0,174837.0,174837.0,174837.0,174837.0,188053.0,188053.0,188053.0,193403.0,193403.0,193403,193403,16/06/2021 00:00
Oberbergischer Kreis,5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,54161.0,80599.0,80599.0,80599.0,80599.0,80599.0,80599.0,80599.0,80599.0,80599.0,80599.0,109614.0,109614.0,109614.0,109614.0,109614.0,109614.0,109614.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,123324.0,164356.0,168170.0,168170.0,168170.0,171836.0,171836.0,178302.0,178302.0,178302.0,178302.0,178302.0,193656.0,193656.0,193656.0,200494.0,200494.0,200494,200494,16/06/2021 00:00
Rheinisch-Bergischer Kreis,5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49022.0,49022.0,49022.0,49022.0,49022.0,49022.0,49022.0,49022.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,65283.0,115240.0,115240.0,115240.0,115240.0,115240.0,115240.0,126638.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,131617.0,187704.0,192189.0,192189.0,192189.0,197373.0,197373.0,204556.0,204556.0,204556.0,204556.0,204556.0,221711.0,221711.0,221711.0,229151.0,229151.0,229151,229151,16/06/2021 00:00
Rhein-Sieg-Kreis,5382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,86057.0,165895.0,165895.0,165895.0,165895.0,165895.0,165895.0,165895.0,165895.0,165895.0,165895.0,221094.0,221094.0,221094.0,221094.0,221094.0,221094.0,221094.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,250128.0,359711.0,369482.0,369482.0,369482.0,378607.0,378607.0,389064.0,389064.0,389064.0,389064.0,389064.0,422093.0,422093.0,422093.0,437678.0,437678.0,437678,437678,16/06/2021 00:00
Bottrop,5512,,,,,,,,,,,,,,,,,,,,,,,,,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,6622.0,15568.0,15568.0,15568.0,15568.0,15568.0,15568.0,15568.0,15568.0,15568.0,20464.0,20464.0,20464.0,20464.0,20464.0,23090.0,23090.0,23090.0,26689.0,26689.0,26689.0,26689.0,26689.0,31022.0,31022.0,31022.0,31022.0,31022.0,31022.0,31022.0,31022.0,31022.0,31022.0,31022.0,31022.0,31022.0,31022.0,43992.0,43992.0,43992.0,43992.0,43992.0,49397.0,49397.0,49397.0,49397.0,49397.0,54696.0,54696.0,54696.0,54696.0,54696.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,72231.0,89049.0,89049.0,89049.0,89049.0,93067.0,93067.0,95454.0,96420.0,96420.0,96420.0,96420.0,101389.0,101389.0,101389.0,105613.0,105613.0,105613,105613,16/06/2021 00:00
Gelsenkirchen,5513,2408.0,,,,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,2408.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,12564.0,30774.0,30774.0,30774.0,30774.0,32895.0,32895.0,32895.0,32895.0,32895.0,37473.0,37473.0,37473.0,37473.0,37473.0,41667.0,41667.0,41667.0,51862.0,51862.0,51862.0,51862.0,51862.0,56519.0,56519.0,56519.0,56519.0,56519.0,56519.0,56519.0,56519.0,56519.0,56519.0,56519.0,56519.0,56519.0,56519.0,79743.0,79743.0,79743.0,79743.0,79743.0,89971.0,89971.0,89971.0,89971.0,89971.0,100432.0,100432.0,100432.0,100432.0,100432.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,111902.0,162382.0,162382.0,162382.0,162382.0,174411.0,174411.0,180202.0,181994.0,181994.0,181994.0,181994.0,192302.0,192302.0,192302.0,201539.0,201539.0,201539,201539,17/06/2021 00:00
Münster,5515,4307.0,,,,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,43961.0,43961.0,43961.0,43961.0,43961.0,43961.0,43961.0,43961.0,43961.0,55967.0,55967.0,55967.0,55967.0,55967.0,62222.0,62222.0,62222.0,71834.0,71834.0,71834.0,71834.0,71834.0,83892.0,83892.0,83892.0,83892.0,83892.0,83892.0,83892.0,83892.0,83892.0,83892.0,83892.0,83892.0,83892.0,83892.0,115127.0,115127.0,115127.0,115127.0,115127.0,131426.0,131426.0,131426.0,131426.0,131426.0,147290.0,147290.0,147290.0,147290.0,147290.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,163039.0,222637.0,222637.0,222637.0,222637.0,233761.0,233761.0,240903.0,243762.0,243762.0,243762.0,243762.0,259578.0,259578.0,259578.0,272183.0,272183.0,272183,272183,16/06/2021 00:00
Borken,5554,3555.0,,,,3555.0,3555.0,3555.0,3555.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,21360.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,51215.0,51215.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,53447.0,71299.0,71299.0,71299.0,78588.0,78588.0,78588.0,78588.0,78588.0,89530.0,89530.0,89530.0,89530.0,89530.0,89530.0,89530.0,89530.0,89530.0,89530.0,89530.0,89530.0,89530.0,89530.0,125313.0,125313.0,125313.0,125313.0,125313.0,142071.0,142071.0,142071.0,142071.0,142071.0,158539.0,158539.0,158539.0,158539.0,158539.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,175908.0,249651.0,249651.0,249651.0,249651.0,263060.0,263060.0,268783.0,271627.0,271627.0,271627.0,271627.0,287254.0,287254.0,287254.0,299985.0,299985.0,299985,299985,16/06/2021 00:00
Coesfeld,5558,3085.0,,,,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,28690.0,37084.0,37084.0,37084.0,37084.0,37084.0,40271.0,40271.0,40271.0,45232.0,45232.0,45232.0,45232.0,45232.0,51439.0,51439.0,51439.0,51439.0,51439.0,51439.0,51439.0,51439.0,51439.0,51439.0,51439.0,51439.0,51439.0,51439.0,51696.0,51696.0,51696.0,51696.0,51696.0,80142.0,80142.0,80142.0,80142.0,80142.0,90071.0,90071.0,90071.0,90071.0,90071.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,101794.0,145199.0,145199.0,145199.0,145199.0,152819.0,152819.0,156849.0,158631.0,158631.0,158631.0,158631.0,168414.0,168414.0,168414.0,174502.0,174502.0,174502,174502,16/06/2021 00:00
Recklinghausen,5562,9376.0,,,,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,45929.0,45929.0,45929.0,45929.0,45929.0,45929.0,45929.0,45929.0,57359.0,59411.0,59411.0,59411.0,59411.0,59411.0,59411.0,59411.0,71838.0,71838.0,71838.0,72968.0,72968.0,72968.0,72968.0,79970.0,79970.0,79970.0,79970.0,79970.0,79970.0,79970.0,88803.0,88803.0,88803.0,88803.0,88803.0,98584.0,98584.0,98584.0,114628.0,114628.0,114628.0,114628.0,114628.0,137560.0,137560.0,137560.0,137560.0,137560.0,137560.0,137560.0,137560.0,137560.0,137560.0,137560.0,145707.0,145707.0,145707.0,145707.0,145707.0,145707.0,145707.0,145707.0,213062.0,213062.0,213062.0,213062.0,213062.0,236875.0,236875.0,236875.0,236875.0,236875.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,263260.0,373572.0,373572.0,373572.0,373572.0,393803.0,393803.0,402940.0,406895.0,406895.0,406895.0,406895.0,431077.0,431077.0,431077.0,447239.0,447239.0,447239,447239,16/06/2021 00:00
