GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,current,current_time
Münster,5515,4307.0,,,,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,4307.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331.0,17331,17331,12/03/2021 00:00
Borken,5554,3555.0,,,,3555.0,3555.0,3555.0,3555.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,12342.0,21360.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253.0,23253,23253,13/03/2021 00:00
Coesfeld,5558,3085.0,,,,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,3085.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,12774.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135.0,18135,18135,12/03/2021 00:00
Recklinghausen,5562,9376.0,,,,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,9376.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,29641.0,45929.0,45929.0,45929.0,45929.0,45929.0,45929.0,45929.0,45929.0,57359.0,59411.0,59411.0,59411,59411,13/03/2021 00:00
Steinfurt,5566,8936.0,,,,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,8936.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198.0,23198,23198,13/03/2021 00:00
Warendorf,5570,6000.0,,,,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670.0,15670,15670,12/03/2021 00:00
Bielefeld,5711,3013.0,,,,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,3013.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181.0,12181,12181,12/03/2021 00:00
Gütersloh,5754,3075.0,,,,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,3075.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041.0,13041,13041,13/03/2021 00:00
Herford,5758,2908.0,,,,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,2908.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898.0,9898,9898,12/03/2021 00:00
Höxter,5762,3194.0,,,,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,3194.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652.0,8652,8652,13/03/2021 00:00
Lippe,5766,5186.0,,,,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,5186.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677.0,13677,13677,13/03/2021 00:00
Minden-Lübbecke,5770,1553.0,,,,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,1553.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,13344.0,26399.0,26399.0,28066.0,28066.0,28066.0,28066,28066,12/03/2021 00:00
Paderborn,5774,3837.0,,,,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,3837.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,14119.0,28914.0,28914.0,28914.0,28914,28914,13/03/2021 00:00
Bochum,5911,10295.0,,,,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,10295.0,19503.0,19503.0,19503.0,19503.0,20890.0,20890.0,20890.0,20890.0,20890.0,25254.0,25254.0,25254.0,16037.0,16037.0,27428.0,27428.0,27428.0,29315.0,29315.0,31417.0,31417.0,34514.0,34514.0,34514.0,34514.0,34514.0,34514.0,34514.0,41225.0,41225.0,41225.0,41225.0,44791.0,46121.0,46121.0,46121,46121,12/03/2021 00:00
Dortmund,5913,5254.0,,,,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,5254.0,20134.0,20134.0,20134.0,20134.0,23191.0,23191.0,23191.0,23191.0,23191.0,26806.0,26806.0,26806.0,26806.0,26806.0,26806.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924.0,32924,32924,12/03/2021 00:00
Hagen,5914,2911.0,,,,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,2911.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234.0,8234,8234,13/03/2021 00:00
Hamm,5915,2167.0,,,,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,2167.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486.0,9486,9486,12/03/2021 00:00
Herne,5916,3033.0,,,,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,3033.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205.0,7205,7205,13/03/2021 00:00
Ennepe-Ruhr-Kreis,5954,3158.0,,,,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,3158.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641.0,13641,13641,13/03/2021 00:00
Hochsauerlandkreis,5958,1838.0,,,,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,1838.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118.0,13118,13118,12/03/2021 00:00
Märkischer Kreis,5962,1708.0,,,,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,1708.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279.0,16279,16279,12/03/2021 00:00
Olpe,5966,2528.0,,,,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,2528.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400.0,7400,7400,12/03/2021 00:00
Siegen-Wittgenstein,5970,1204.0,,,,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,1204.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,7000.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849.0,8849,8849,13/03/2021 00:00
Soest,5974,3699.0,,,,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,3699.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099.0,15099,15099,12/03/2021 00:00
Unna,5978,2785.0,,,,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,2785.0,14525.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173.0,17173,17173,12/03/2021 00:00
Darmstadt,6411,3524.0,,,,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,3524.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774.0,18774,18774,12/03/2021 00:00
Frankfurt am Main,6412,4500.0,,,,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,4500.0,31915.0,31915.0,31915.0,31915.0,52300.0,78441.0,84951.0,84951.0,84951,84951,12/03/2021 00:00
Offenbach am Main,6413,,,,,,,,,,,,,,,,,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363.0,2363,2363,12/03/2021 00:00
Wiesbaden,6414,6887.0,,,,7450.0,7450.0,7450.0,7450.0,7450.0,7450.0,7450.0,7450.0,13236.0,13236.0,13236.0,13236.0,14804.0,14804.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,15839.0,27535.0,27535.0,27535.0,27535.0,27535.0,27535.0,32750.0,32750.0,32750.0,32750.0,32750.0,32750,32750,12/03/2021 00:00
Bergstraße,6431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Darmstadt-Dieburg,6432,2484.0,,,,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,2484.0,7784.0,7784.0,7784.0,7784.0,7784.0,7784.0,7784.0,7784.0,7784.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542.0,7542,7542,13/03/2021 00:00
Groß-Gerau,6433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Hochtaunuskreis,6434,,,,,,,,,,,,,,,,,,,,,,,,10326.0,10326.0,10573.0,10573.0,10573.0,10573.0,11509.0,11509.0,12200.0,12412.0,12412.0,12412.0,12412.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543.0,15543,15543,12/03/2021 00:00
Main-Kinzig-Kreis,6435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22600.0,22600.0,22600.0,22600,22600,12/03/2021 00:00
Main-Taunus-Kreis,6436,1032.0,,,,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,1032.0,7044.0,7044.0,7044.0,7044.0,7044.0,7044.0,7044.0,7044.0,9992.0,9992.0,9992.0,9992.0,9992.0,13201.0,13201.0,13201.0,13201.0,13201.0,13201,13201,12/03/2021 00:00
Odenwaldkreis,6437,1422.0,,,,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,1422.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,3599.0,8244.0,8244.0,8244.0,8244.0,8244.0,8244,8244,13/03/2021 00:00
Offenbach,6438,,,,,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200,5200,12/03/2021 00:00
Rheingau-Taunus-Kreis,6439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,7709.0,12438.0,12438,12438,11/03/2021 23:59
Wetteraukreis,6440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Gießen,6531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Lahn-Dill-Kreis,6532,3692.0,,,,6276.0,6276.0,6276.0,6801.0,6801.0,6801.0,6801.0,6801.0,7101.0,7178.0,7178.0,7444.0,7444.0,8719.0,8719.0,8719.0,8719.0,8719.0,8719.0,8719.0,8719.0,8719.0,11633.0,11633.0,11633.0,12075.0,12375.0,12375.0,12375.0,12375.0,12375.0,12375.0,14186.0,14186.0,14186.0,14186.0,14186.0,14186.0,16975.0,16975.0,16975.0,16975.0,16975.0,16975,16975,13/03/2021 00:00
Limburg-Weilburg,6533,,,,,2262.0,2724.0,2724.0,2724.0,2724.0,2828.0,2828.0,2828.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,2973.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,3669.0,5264.0,5264.0,5264.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437.0,5437,5437,13/03/2021 00:00
Marburg-Biedenkopf,6534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,11134.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770.0,10770,10770,12/03/2021 00:00
Vogelsbergkreis,6535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Kassel,6611,3055.0,,,,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,3055.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069.0,17069,17069,13/03/2021 00:00
Fulda,6631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Hersfeld-Rotenburg,6632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Kassel,6633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Schwalm-Eder-Kreis,6634,,,,,4386.0,4386.0,4386.0,4875.0,4875.0,4875.0,4875.0,4875.0,5564.0,5564.0,5995.0,5995.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,6166.0,8089.0,8089.0,8089.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,8624.0,15864.0,15864.0,15864.0,17297,17297,12/03/2021 00:00
Waldeck-Frankenberg,6635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Werra-Meißner-Kreis,6636,2445.0,,,,3904.0,3904.0,3904.0,3904.0,3904.0,4206.0,4374.0,4374.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,4638.0,6034.0,6034.0,6034.0,6034.0,6034.0,7046.0,7046.0,7046.0,7046.0,7046.0,7665.0,7665.0,7665.0,7665.0,7665.0,7665.0,9177.0,9177.0,9918.0,9918.0,11078.0,11565.0,11565.0,11565.0,12772.0,12772.0,12772.0,12772,12772,13/03/2021 00:00
Koblenz,7111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Ahrweiler,7131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Altenkirchen (Westerwald),7132,1680.0,,,,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,1680.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,3540.0,7983.0,7983.0,7983.0,7983.0,9162.0,9162,9162,12/03/2021 00:00
Bad Kreuznach,7133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Birkenfeld,7134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Cochem-Zell,7135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Mayen-Koblenz,7137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Neuwied,7138,6465.0,,,,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465.0,6465,6465,12/03/2021 00:00
Rhein-Hunsrück-Kreis,7140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2021 00:00
Rhein-Lahn-Kreis,7141,3321.0,,,,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3799.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,3939.0,4064.0,4064.0,4064.0,4064.0,4064.0,4064.0,5037.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,5548.0,9353.0,9353.0,9353.0,9918.0,9918.0,9918.0,11097.0,11097,11097,12/03/2021 00:00
Westerwaldkreis,7143,2021.0,,,,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,6787.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,5343.0,7985.0,7985.0,15964.0,15964.0,8979.0,8979.0,8979.0,8979.0,8979.0,18107.0,18414.0,18414.0,18414.0,18414.0,18414.0,18414.0,21193.0,21193,21193,13/03/2021 00:00
Trier,7211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Bernkastel-Wittlich,7231,2727.0,,,,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,2727.0,7319.0,7319.0,7319.0,7319.0,7319,7319,12/03/2021 00:00
Eifelkreis Bitburg-Prüm,7232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Vulkaneifel,7233,2304.0,,,,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0,2304.0,5237.0,5237.0,4153.0,4153.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,5237.0,10070.0,10070,10070,12/03/2021 00:00
Trier-Saarburg,7235,8600.0,,,,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600.0,8600,8600,12/03/2021 00:00
Frankenthal (Pfalz),7311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Kaiserslautern,7312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Landau in der Pfalz,7313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Ludwigshafen am Rhein,7314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Mainz,7315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Neustadt an der Weinstraße,7316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
Pirmasens,7317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/03/2021 00:00
